0,A1BG
1,ADAMTS12
2,AGAP4
3,ANUBL1
4,AP1G1
5,C21ORF91
6,C8ORF45
7,C9ORF43
8,CD248
9,CNTN1
10,CSMD3
11,CYP2A13
12,DSC2
13,ELOF1
14,ENSG00000210082
15,ENSG00000211459
16,ENSG00000229358
17,ENSG00000249665
18,EPB41L2
19,EYS
20,FAM157C
21,FLRT2
22,GALNT2
23,GCC1
24,GLRA3
25,GPRIN1
26,GUCY2C
27,HDGFRP3
28,HMOX1
29,KCNH1
30,KCNH5
31,KCNK16
32,KIAA1468
33,KIAA1712
34,KLHL7
35,LAS1L
36,LEPREL2
37,LOC100132738
38,LOC100288109
39,LOC100289574
40,LOC388996
41,LOC645175
42,LOC729375
43,LZTS2
44,MAP3K4
45,MED12L
46,MGAM
47,MIR95
48,MUC4
49,NOXO1
50,NR2C1
51,NUDT11
52,NUP210
53,OR11G2
54,PHLDA1
55,PICK1
56,PKLR
57,PLA2R1
58,POLR1A
59,PRICKLE3
60,PRKAR1A
61,PRKCQ
62,RBPJL
63,RINT1
64,RNF182
65,SLC10A1
66,SLC12A5
67,SLC22A14
68,SPINK8
69,TCN1
70,TFEB
71,THSD7B
72,TMEM168
73,TMLHE
74,ZFHX4
75,ZNF592
76,ZNF677
77,ZNF71
78,ZNF773
79,ABHD13
80,AQP7P3
81,C1ORF146
82,CBFB
83,CDK12
84,CR1
85,CSTF3
86,DBC1
87,DHRS2
88,DNAH8
89,EFCAB2
90,ENSG00000232657
91,GATA3
92,IGHD5-18
93,IL7R
94,ITGB8
95,KIR2DS4
96,LOC100294368
97,LOC645453
98,LOC730257
99,LPXN
100,MYO1F
101,PAPPA
102,PCCA
103,PIK3CA
104,PLIN4
105,PRDM4
106,SLC30A6
107,SMARCD1
108,TLN1
109,TMEM132B
110,WAS
111,ZC3H6
112,ZNF235
113,A1CF
114,A2ML1
115,ABCA13
116,ADNP
117,AFF1
118,AFF3
119,AHI1
120,AHNAK2
121,AK3L1
122,AKR1C1
123,ANK3
124,ANKLE2
125,APAF1
126,ARHGAP23
127,ARHGAP30
128,ARHGAP32
129,ARMC7
130,ARMCX2
131,ATAD2B
132,ATP2B1
133,BMP2K
134,BRCC3
135,BUB1
136,C10ORF93
137,C16ORF63
138,C1QTNF2
139,C20ORF111
140,C22ORF28
141,C3ORF33
142,CABYR
143,CACNA1E
144,CACNA1S
145,CATSPER2
146,CCNB3
147,CDH1
148,CDON
149,CENPN
150,CFH
151,CHD1L
152,CHRNA9
153,CLSTN1
154,CNNM2
155,CNPY1
156,CREB3L1
157,CSF2RB
158,CTDSPL
159,CYP2C18
160,CYP4B1
161,DDX11
162,DMXL1
163,DNAH3
164,DNAJC11
165,DNAJC6
166,DNPEP
167,DSPP
168,DSTYK
169,DYRK1A
170,EDDM3A
171,EIF2S2
172,EML2
173,ENAH
174,ENPP2
175,ENSG00000222189
176,ENSG00000234444
177,ENSG00000245239
178,ENSG00000245461
179,ENSG00000247770
180,ERBB4
181,ERN2
182,ESPN
183,EVI5L
184,EXOC5
185,FAM126B
186,FAM166A
187,FBXO21
188,FMO1
189,FRMD4A
190,FRRS1
191,GDPD2
192,GLB1
193,GLT25D1
194,GOLGA4
195,GPR81
196,GRIK2
197,HAAO
198,HMCN1
199,HNRNPA2B1
200,HS3ST4
201,HSPB7
202,IDE
203,INPP4A
204,ITGA11
205,ITK
206,KAT2B
207,KDM3B
208,KIAA0754
209,KIAA1239
210,KIAA1432
211,KIF3C
212,KPNA4
213,LAG3
214,LARGE
215,LGTN
216,LIFR
217,LILRB5
218,LIMA1
219,LOC100289049
220,LOC100289107
221,LOC338651
222,LOC648809
223,LRP12
224,LRRC6
225,LTBP4
226,LZIC
227,MAGI2
228,MAP2
229,MDC1
230,METTL8
231,MFSD6
232,MGA
233,MGAT4C
234,MON2
235,MTOR
236,MUC12
237,NEB
238,NEDD4L
239,NEK5
240,NOP58
241,NUF2
242,OPALIN
243,OR1L4
244,OR51D1
245,OR7A17
246,ORM2
247,OXCT1
248,PCDH19
249,PEX11B
250,PHIP
251,PHKA2
252,PLAC1L
253,POLH
254,PQBP1
255,PRAMEF4
256,PREX1
257,PROK1
258,PROM1
259,PRR21
260,PSMC6
261,PTEN
262,PTPRF
263,PTPRH
264,RASAL3
265,RENBP
266,RGS20
267,RGS4
268,RIPK1
269,RLF
270,RNASEN
271,RPTN
272,RTP4
273,RUNX1
274,SCN11A
275,SCN4A
276,SF3B1
277,SFRS12
278,SHISA9
279,SIK3
280,SLAIN1
281,SLC13A3
282,SLC22A16
283,SLC30A5
284,SMARCC1
285,SMC5
286,SNCB
287,SPEG
288,SPEN
289,SPRYD5
290,SREBF2
291,SRL
292,STAB1
293,STOX2
294,SUSD4
295,TAF1
296,TAP1
297,TCEA1
298,TFDP2
299,THSD7A
300,TLL2
301,TMEM132D
302,TMEM155
303,TNIP1
304,TRIP12
305,TRMT6
306,TRPM8
307,TSHZ2
308,TSHZ3
309,TTC26
310,TTLL9
311,TTN
312,TUBD1
313,UPP2
314,USH2A
315,UTP20
316,VAV3
317,WDFY3
318,WNK3
319,WWP2
320,XPOT
321,YEATS2
322,ZBTB10
323,ZFHX3
324,ZHX1
325,ZNF28
326,ZNF283
327,ZNF385B
328,ZNF638
329,ZNF83
330,ZNHIT6
331,ABCA12
332,ABL2
333,ACAT1
334,ACOT1
335,ADAM21
336,ADCY7
337,AKAP9
338,ALDH1A1
339,ANKHD1-EIF4EBP3
340,ANKRD24
341,ANKRD30B
342,ANXA4
343,APOB
344,ARAP1
345,AS3MT
346,ASB6
347,ASPM
348,ATAD5
349,ATP10B
350,ATP12A
351,ATP13A1
352,ATP8B3
353,ATRN
354,AUTS2
355,BRF1
356,BRWD3
357,C10ORF72
358,C11ORF58
